0,1,2,3,4,5,6,7,8,9
0.0500114342490841,0.5499645658319422,0.05000058835164658,0.05000003652488087,0.05000531701228054,0.05000121325946902,0.050005917966350594,0.05000545051214437,0.050002250071734484,0.05000322622046739
0.009092272163382448,0.15538408458623476,0.009092986841283374,0.009093869948185665,0.7718712666982055,0.009093273035590021,0.009092811501086732,0.009092405772354779,0.009094354245342013,0.009092675208334797
0.008335040558190922,0.7051500678065475,0.008334342475410728,0.22817186451839705,0.008334387639908831,0.008334566820003714,0.008335779879562903,0.008334635979224788,0.00833473822710185,0.008334576095651887
0.9549875916177751,0.005001933458202506,0.005000329513729324,0.005001007655838403,0.005001527453411162,0.005002938230544451,0.0050015954529527016,0.005001007670834648,0.005001469541502189,0.005000599405209522
0.0034489460635320234,0.0034489386443207364,0.0034487000492210034,0.0034489038358657457,0.21599808321706152,0.003448882572159909,0.0034490022431845706,0.7564110843648972,0.0034486979557379845,0.0034487610540191263
0.0047629642675270775,0.0047629318150148965,0.4263823482079483,0.09891575234319577,0.004762939522141057,0.23270569690244522,0.004763083950981569,0.21341803749177626,0.004763432092402751,0.0047628134065671925
0.0032268730347206434,0.5319010634345929,0.0032264284329664534,0.11346759915240714,0.003226965326703817,0.2409303861636518,0.0032265528628262967,0.003226545762259763,0.09434090991928112,0.003226675910590109
0.004001042616132648,0.004001113843798752,0.004001480630473201,0.31369841262028997,0.2507712834180837,0.004001480205802151,0.4075219899551272,0.004001078246782761,0.004000836796911573,0.004001281666598067
0.3285752895236397,0.32504935903856824,0.007694642940918144,0.007693954944979422,0.29251483651235066,0.007693241793032066,0.007694693040416292,0.007694943745730845,0.007695216364675601,0.007693822095688989
0.009094130223854052,0.009094519189722514,0.9181589097017144,0.009093035999208637,0.009095435194196151,0.009092344547693176,0.009094110933340716,0.009092358793380344,0.009092317954013622,0.009092837462876556
0.002564405478907291,0.0025647392210492465,0.0025650126029285584,0.0025650108259871944,0.14091063570077642,0.002565007399049657,0.002564613270815142,0.002564457970393626,0.14656461006232163,0.6945715074677713
0.004348884012938094,0.004349983916132034,0.21039767658046948,0.5652286578460597,0.004348883790505901,0.004349117742068324,0.004348436761977264,0.004348366967748827,0.004348306958967286,0.19393168542313322
0.033341253137431956,0.033336778734696766,0.033334834378612864,0.6999704874498879,0.033333346348933465,0.03333628273934289,0.0333407874681089,0.03333755888683738,0.03333522994253273,0.03333344091361519
0.005264211168304255,0.6859274584699178,0.005264587815856279,0.0052645532970286655,0.005264162042115653,0.005264227813362219,0.27195886011238973,0.005264257417189494,0.005263871823028767,0.0052638100408071275
0.009092608680911312,0.009093236227340288,0.009092059592865243,0.6179496957065116,0.009091838866802088,0.009092495322004245,0.009092977526020138,0.30931103317849185,0.009091271404469758,0.009092783494583324
0.003448847571597335,0.36292779966548744,0.0034493936296398024,0.16870348894320475,0.0034488236651736806,0.003449449566927917,0.003448954707715363,0.3877929233101852,0.05988127868179775,0.0034490402582707997
0.0035726810056404034,0.0035719296133776496,0.003572157868737034,0.0035721321985924567,0.6575957795182671,0.07839371048882594,0.00357279421633819,0.0035721848640839103,0.0035721657266894165,0.23900446449944793
0.0008697702656160063,0.0008697173672414623,0.0008697703190886333,0.7366951051286549,0.25634670476079946,0.0008696954476197953,0.0008698553897689125,0.0008698717804113214,0.00086973424396811,0.0008697752968314227
0.003847033960057995,0.19378480971708462,0.0038471469743275636,0.7754380229553491,0.0038472311710346526,0.0038471264358039205,0.0038469879344851495,0.003847505009764757,0.003847199189964787,0.003846936652127394
0.009091758232833458,0.009092924819665166,0.009091309029986804,0.009092175756482307,0.009092295348772744,0.009092232072836362,0.009092151152549523,0.009091789513702387,0.009091856026813106,0.918171508046358
0.003573069618899,0.14095303258110264,0.003571864147082056,0.0035723752013149864,0.21290537055125125,0.0035729609893989777,0.0035719990853210837,0.0035718475817542255,0.0035719953399700037,0.6211354849039059
0.3682818965645057,0.12916770267120428,0.005000535006216782,0.32615734383124184,0.005001742828347917,0.14638634109930151,0.005001081367946728,0.005001235162102548,0.005000713513478367,0.005001407955654288
0.007692945504740147,0.6499742567299973,0.007693782235395368,0.007694095856343966,0.007693135282016372,0.007694834754438215,0.0076942641521855395,0.28847582551209305,0.007694173174751957,0.007692686798038154
0.00909194938441322,0.918167762732169,0.00909152752269246,0.009093729360076182,0.009091472941982665,0.009093520876793633,0.009093053107341391,0.009094202836416264,0.009091674007325598,0.009091107230789416
0.010000693746402157,0.010003518870461752,0.3246631997134882,0.010001570786042462,0.010000384007513977,0.010004595261021963,0.5953229485567214,0.010001856708017088,0.010001161833874844,0.010000070516456001
0.00833510104382737,0.008336785809947636,0.008334181129206834,0.00833375397745297,0.9249857748969237,0.0083348233351955,0.008334466137328722,0.008333860157781542,0.008336003480372825,0.008335250031963054
0.6229261414515915,0.0038476067011106512,0.0038467826200881522,0.003847401200359848,0.003846767262510539,0.003846650776744898,0.34629768353219986,0.003847200165260685,0.0038465631192740883,0.0038472031708597096
0.004763137914993398,0.004762991260013628,0.004762401016463692,0.004762670392899503,0.9571335834193696,0.004762569035385865,0.004762738913323364,0.004763126509927486,0.004762539660944109,0.004764241876679395
0.007143529084076259,0.007144827566144125,0.00714476946414348,0.007143638217143848,0.5869206227700003,0.3559251067791689,0.0071442067315365875,0.007144255334452872,0.007144901068107418,0.007144142985226219
0.005883419067058421,0.005883685484194768,0.005883765248260263,0.495611477497268,0.005882863705607402,0.0058829885070883475,0.4573209251984914,0.005883651745257561,0.005883221349652472,0.005884002197121284
